lead_id,industry,region,job_seniority,company_size,lead_source
7303,Tech,APAC,Manager,10-50,Organic
7304,Finance,APAC,Director,10-50,LinkedIn
7305,Finance,MEA,Entry,51-200,Referral
7306,Healthcare,APAC,Entry,201-1000,Referral
7307,Tech,APAC,Entry,1000+,Referral
7308,Retail,North America,Director,201-1000,Webinar
7309,Retail,MEA,Manager,51-200,Referral
7310,Tech,Europe,Manager,51-200,LinkedIn
7311,Tech,APAC,Entry,201-1000,Webinar
7312,Tech,Europe,Manager,201-1000,Referral
7313,Finance,Europe,Director,51-200,Webinar
7314,Finance,North America,Director,51-200,LinkedIn
7315,Finance,APAC,Manager,1000+,Referral
7316,Education,MEA,Entry,10-50,Google Ads
7317,Retail,APAC,Entry,10-50,LinkedIn
7318,Retail,Europe,Entry,1000+,Organic
7319,Healthcare,MEA,Entry,201-1000,Organic
7320,Finance,APAC,Entry,51-200,LinkedIn
7321,Education,Europe,Entry,201-1000,Organic
7322,Education,Europe,Manager,10-50,LinkedIn
7323,Retail,North America,C-Level,10-50,Google Ads
7324,Finance,North America,Manager,201-1000,LinkedIn
7325,Healthcare,North America,Director,10-50,Referral
7326,Finance,Europe,Director,51-200,Referral
7327,Tech,APAC,Entry,1000+,Webinar
7328,Finance,North America,Director,201-1000,Organic
7329,Tech,APAC,Entry,51-200,Organic
7330,Tech,North America,Manager,51-200,LinkedIn
7331,Healthcare,MEA,Manager,10-50,Organic
7332,Retail,MEA,C-Level,51-200,Referral
7333,Finance,North America,Entry,201-1000,Google Ads
7334,Tech,Europe,Entry,51-200,LinkedIn
7335,Finance,North America,C-Level,1000+,Organic
7336,Retail,North America,Entry,51-200,Referral
7337,Retail,Europe,Manager,51-200,Webinar
7338,Education,MEA,Director,1000+,Organic
7339,Retail,APAC,Director,51-200,Google Ads
7340,Healthcare,North America,C-Level,51-200,Google Ads
7341,Tech,Europe,C-Level,10-50,Organic
7342,Education,North America,Entry,201-1000,Organic
7343,Healthcare,Europe,Director,10-50,Referral
7344,Finance,APAC,Manager,201-1000,Organic
7345,Tech,APAC,Manager,1000+,Webinar
7346,Retail,MEA,Entry,1000+,Referral
7347,Tech,Europe,Manager,1000+,LinkedIn
7348,Finance,Europe,C-Level,201-1000,Webinar
7349,Education,MEA,C-Level,201-1000,Referral
7350,Education,MEA,Manager,201-1000,Referral
7351,Education,Europe,Entry,1000+,Google Ads
7352,Retail,MEA,Manager,201-1000,Referral
7353,Healthcare,APAC,Director,51-200,Webinar
7354,Healthcare,North America,Director,10-50,Organic
7355,Tech,APAC,Manager,1000+,Webinar
7356,Retail,MEA,Entry,10-50,LinkedIn
7357,Education,Europe,Manager,51-200,Referral
7358,Education,Europe,Manager,201-1000,Referral
7359,Finance,APAC,C-Level,10-50,Referral
7360,Finance,Europe,Manager,51-200,Referral
7361,Education,MEA,Manager,51-200,Google Ads
7362,Education,APAC,Manager,10-50,Google Ads
7363,Retail,Europe,Entry,1000+,Organic
7364,Healthcare,North America,C-Level,10-50,Referral
7365,Finance,North America,Manager,1000+,LinkedIn
7366,Healthcare,MEA,Manager,201-1000,Organic
7367,Retail,Europe,Manager,1000+,Referral
7368,Education,MEA,Manager,201-1000,Google Ads
7369,Healthcare,APAC,Manager,10-50,LinkedIn
7370,Education,North America,Director,201-1000,Organic
7371,Education,APAC,Entry,51-200,LinkedIn
7372,Tech,Europe,Manager,201-1000,Referral
7373,Healthcare,MEA,Entry,1000+,Webinar
7374,Healthcare,MEA,Manager,1000+,LinkedIn
7375,Education,MEA,Entry,1000+,LinkedIn
7376,Retail,APAC,Manager,201-1000,Google Ads
7377,Tech,North America,Director,1000+,Referral
7378,Education,APAC,Director,1000+,LinkedIn
7379,Finance,APAC,Manager,51-200,Referral
7380,Finance,Europe,Manager,201-1000,Google Ads
7381,Tech,Europe,Entry,51-200,Referral
7382,Retail,Europe,Manager,1000+,Google Ads
7383,Education,North America,Director,1000+,Google Ads
7384,Healthcare,North America,Entry,1000+,Organic
7385,Tech,Europe,Manager,201-1000,Referral
7386,Retail,Europe,Director,10-50,Webinar
7387,Healthcare,North America,Director,1000+,Organic
7388,Finance,MEA,Entry,1000+,Google Ads
7389,Finance,North America,Manager,1000+,Webinar
7390,Healthcare,North America,Entry,1000+,LinkedIn
7391,Tech,North America,Entry,201-1000,LinkedIn
7392,Finance,Europe,C-Level,10-50,Organic
7393,Education,MEA,Director,10-50,Webinar
7394,Healthcare,North America,Director,10-50,Referral
7395,Healthcare,Europe,Entry,1000+,Webinar
7396,Finance,APAC,Director,1000+,Organic
7397,Tech,APAC,Manager,10-50,Referral
7398,Education,North America,Manager,10-50,Referral
7399,Tech,APAC,Manager,1000+,LinkedIn
7400,Retail,MEA,Entry,1000+,Webinar
7401,Retail,APAC,Director,51-200,Referral
7402,Finance,APAC,Manager,51-200,Organic
7403,Finance,MEA,Entry,51-200,LinkedIn
7404,Finance,North America,Entry,10-50,Referral
7405,Retail,North America,Entry,201-1000,Webinar
7406,Tech,MEA,Entry,1000+,LinkedIn
7407,Tech,MEA,Manager,51-200,Webinar
7408,Finance,MEA,Director,201-1000,Webinar
7409,Education,APAC,Entry,1000+,Webinar
7410,Tech,MEA,Entry,201-1000,LinkedIn
7411,Retail,Europe,Manager,10-50,Referral
7412,Healthcare,APAC,Director,10-50,Google Ads
7413,Healthcare,North America,Manager,10-50,Referral
7414,Healthcare,North America,Manager,51-200,LinkedIn
7415,Education,North America,Manager,1000+,Google Ads
7416,Finance,APAC,Entry,10-50,Google Ads
7417,Retail,Europe,Entry,51-200,Google Ads
7418,Education,MEA,Director,51-200,Organic
7419,Retail,MEA,Manager,51-200,LinkedIn
7420,Retail,North America,Manager,51-200,Organic
7421,Finance,North America,Director,10-50,Google Ads
7422,Healthcare,APAC,Manager,51-200,Organic
7423,Finance,Europe,Entry,10-50,Organic
7424,Education,MEA,Manager,10-50,LinkedIn
7425,Education,APAC,Entry,51-200,Webinar
7426,Education,MEA,Entry,10-50,Organic
7427,Finance,North America,Manager,1000+,Organic
7428,Retail,MEA,Director,1000+,Google Ads
7429,Retail,Europe,C-Level,201-1000,Google Ads
7430,Tech,Europe,Manager,1000+,Google Ads
7431,Education,North America,Entry,10-50,Referral
7432,Retail,Europe,Entry,10-50,Organic
7433,Tech,Europe,Director,1000+,Google Ads
7434,Retail,APAC,Manager,51-200,LinkedIn
7435,Education,MEA,Manager,51-200,Referral
7436,Healthcare,North America,Director,10-50,Webinar
7437,Education,North America,Director,51-200,Organic
7438,Finance,North America,Director,201-1000,Organic
7439,Retail,North America,Entry,201-1000,LinkedIn
7440,Retail,North America,Director,1000+,Webinar
7441,Finance,Europe,Director,1000+,Webinar
7442,Finance,APAC,Entry,51-200,Referral
7443,Healthcare,North America,Manager,10-50,Organic
7444,Retail,APAC,Manager,1000+,Google Ads
7445,Retail,APAC,C-Level,201-1000,LinkedIn
7446,Healthcare,Europe,Entry,1000+,LinkedIn
7447,Tech,North America,Manager,1000+,LinkedIn
7448,Healthcare,Europe,Entry,201-1000,LinkedIn
7449,Education,North America,Director,10-50,Google Ads
7450,Retail,Europe,Entry,1000+,Google Ads
7451,Finance,APAC,Entry,1000+,Referral
7452,Education,North America,Manager,1000+,Organic
7453,Retail,MEA,C-Level,51-200,Google Ads
7454,Healthcare,APAC,Entry,1000+,Referral
7455,Education,MEA,Entry,201-1000,Webinar
7456,Retail,APAC,Director,10-50,Organic
7457,Tech,Europe,Manager,10-50,Google Ads
7458,Tech,North America,C-Level,201-1000,Webinar
7459,Finance,APAC,Entry,51-200,Referral
7460,Retail,Europe,Manager,201-1000,Google Ads
7461,Tech,North America,Entry,10-50,Google Ads
7462,Healthcare,North America,Entry,201-1000,Webinar
7463,Retail,APAC,Manager,51-200,Google Ads
7464,Healthcare,North America,Manager,10-50,LinkedIn
7465,Healthcare,APAC,Director,51-200,Google Ads
7466,Tech,North America,Manager,201-1000,Organic
7467,Retail,MEA,Manager,1000+,Webinar
7468,Education,Europe,Manager,201-1000,Organic
7469,Tech,MEA,C-Level,51-200,Referral
7470,Tech,APAC,Entry,201-1000,Organic
7471,Retail,MEA,Entry,1000+,LinkedIn
7472,Retail,APAC,Manager,51-200,LinkedIn
7473,Healthcare,North America,Manager,201-1000,Organic
7474,Retail,North America,Entry,51-200,Referral
7475,Healthcare,APAC,C-Level,51-200,Google Ads
7476,Tech,MEA,Entry,10-50,LinkedIn
7477,Finance,North America,Director,10-50,Organic
7478,Education,Europe,Entry,51-200,Organic
7479,Tech,North America,Manager,201-1000,Organic
7480,Retail,Europe,C-Level,201-1000,Google Ads
7481,Education,MEA,Entry,201-1000,Webinar
7482,Finance,Europe,C-Level,1000+,Referral
7483,Finance,Europe,Manager,51-200,Webinar
7484,Healthcare,Europe,C-Level,51-200,Referral
7485,Education,Europe,Manager,1000+,Referral
7486,Healthcare,North America,Manager,51-200,Organic
7487,Tech,Europe,Entry,51-200,LinkedIn
7488,Education,North America,Manager,1000+,Organic
7489,Tech,Europe,Entry,10-50,Google Ads
7490,Healthcare,APAC,Entry,51-200,Referral
7491,Education,MEA,Entry,1000+,LinkedIn
7492,Healthcare,Europe,Manager,201-1000,Referral
7493,Education,APAC,Director,10-50,Referral
7494,Healthcare,Europe,Entry,201-1000,Organic
7495,Finance,Europe,Entry,51-200,LinkedIn
7496,Healthcare,Europe,Manager,10-50,LinkedIn
7497,Finance,APAC,Entry,1000+,Referral
7498,Healthcare,MEA,Entry,51-200,LinkedIn
7499,Education,APAC,Entry,1000+,LinkedIn
